key,text,encoded_hex,cell_count,missing
dialogue_10606D,Can mot nguoi lam gia hang cho ta,F5BFF2E5F2ADF3A8F4A1F460F56BF1B2,8,
dialogue_10609D,Hon la hang de van toan,F3FEF3B0F460F4E7F071F0E4,6,
dialogue_1060ED,Ngai noi loi nay,F2CCF265F361F2D3,4,
dialogue_10612B,Nhung bat loi cho quan,F26EF5E4F361F56BF1F3,5,
dialogue_10615B,Khong xet mat quan vien,F3C6F047F2FCF1F3F062,5,
dialogue_10619D,Cung la tuong lon mot phuong,F54AF3B0F0A5F360F2E5F1F9,6,
dialogue_1061F4,Ta tu thuo doc binh thu,F1B4F0B1F142F4D2F5D3F14C,6,
dialogue_106213,Nhu tre con mong cha me,F272F0CFF551F2E7F5AFF2F7,6,
dialogue_10623B,Neu ngai lap dai cong,F2CFF2CBF37AF4FAF54F,5,
dialogue_106283,Dam treu choc ta,F4F9F0CCF56AF1B2,4,
dialogue_1062BB,Co dong gi cung bi ong biet,F553F4CDF4A3F549F5DEF256F5D9,7,
dialogue_1062FD,Day la ke phu do chou thao,F4EAF3B0F3E4F1FEF4D5F563F167,7,
dialogue_106339,Chac khong phuc vu minh cong,F5AEF3C4F1FCF056F2EFF54F,6,
dialogue_10635B,Mang mot tuong lam su,F344F2E5F0A5F3A8F1BA,5,
dialogue_106387,Tuong khong binh an,F0A7F3C4F5D3F5F5,4,
dialogue_106399,Nen khong dung tuong gioi quyet tu chien,F2D1F3C4F4C2F0A5F473F1E8F0B1F574,8,
dialogue_10645F,Theo loi ngai,F15EF361F2CB,3,
dialogue_10646B,Khong the bo roi,F3C6F161F5D1F1E0,4,
dialogue_106483,UNK,F07C,1,
dialogue_10649D,Chi can mot thu ket noi noi ung,F57AF5BEF2E5F14CF3E2F265F265F07D,8,
dialogue_1064DD,Nay la than phan phan tac,F2D4F3B0F16EF24EF24EF1B0,6,
dialogue_106537,Minh cong neu co hanh dong,F2F0F54FF2CEF552F45FF4CD,6,
dialogue_106567,Bi van dai nhuc nha,F5DFF071F4FAF26FF2A6,5,
dialogue_10659B,Di nay chac khong thanh,F4E3F2D3F5ADF3C4F169,5,
dialogue_1065C1,Thay mot sao tuong sap roi,F164F2E5F1D1F0A5F1D0F1E0,6,
dialogue_1065F5,UNK,F07C,1,
dialogue_106603,Ban cung o day,F5EBF549F25BF4E9,4,
dialogue_10661B,Chung ta theo lenh chu den lay mang ngai,F55BF1B2F15DF373F561F4E5F378F343F2CB,9,
dialogue_106647,Sao gia mao binh linh o day,F1D2F4A1F2FEF5D3F369F25BF4E9,7,
dialogue_106685,UNK,F07C,1,
dialogue_1066BE,UNK,F07C,1,
dialogue_1066E8,So binh si,F1C5F5D3F1C7,3,
dialogue_106706,UNK,F07C,1,
dialogue_10671C,Trang thai,F0D2F172,2,
dialogue_106799,Ten tai da,F178F1AEF4FD,3,
dialogue_1067A1,So quan chu,F1C5F1F3F561,3,
dialogue_106814,Bo cuoc,F5D2F548,2,
dialogue_10681A,Quyet dinh,F1E9F4D7,2,
dialogue_10686E,Loai bao vat,F366F5E6F06C,3,
dialogue_106895,Chua lien minh,F560F36EF2EF,3,
dialogue_1068A1,Lien minh cong thu,F36FF2EFF54FF14C,4,
dialogue_1068C3,Nguoi quan ly,F2AEF1F3F34D,3,
dialogue_1068FB,Chon hai quoc gia thuc hien,F567F465F1EEF4A1F145F453,6,
dialogue_10691A,Hay chon hai tuong lam mat su,F45AF566F465F0A5F3A8F2FCF1BA,7,
dialogue_1069ED,Quan huyen khu ho ton lang,F1F4F3EAF3C2F44EF0DFF37E,6,
dialogue_106A0D,Hay chon tuong thuc hien ke nay,F45AF566F0A5F145F453F3E4F2D3,7,
dialogue_106BA0,Hay chon tuong lam su thuc hien ke,F45AF566F0A5F3A8F1BAF145F453F3E4,8,
dialogue_106BCC,Gui thu gia den,F46BF14CF4A1F4E5,4,
dialogue_106C1C,Hay chon quan huyen giet nguoi dao,F45AF566F1F3F3EAF475F2ADF4EF,7,
dialogue_106CEB,Quan huyen hon nuoc mo ca,F1F4F3EAF3FDF25EF2EDF5C8,6,
dialogue_106D09,Thuc hien ke hon nuoc mo ca,F146F453F3E4F3FDF25EF2EDF5C8,7,
dialogue_106D4B,Hay chon quan huyen pha tuong,F45AF566F1F3F3EAF254F0A5,6,
dialogue_106DA9,Hay chon quan huyen ke kho nhu,F45AF566F1F3F3EAF3E4F3CFF271,7,
dialogue_106DC7,Tuong,F0A7,1,
dialogue_106DCF,Thuc hien ke kho nhu,F146F453F3E4F3CFF271,5,
dialogue_106E0C,Hay chon quan huyen dot luong,F45AF566F1F3F3EAF4CBF352,6,
dialogue_106E4F,Thuc hien ke dot luong,F146F453F3E4F4CBF352,5,
dialogue_106E6D,Quan huyen du do hang,F1F4F3EAF4C9F4D5F460,5,
dialogue_106E8A,Hay chon tuong muc tieu du do,F45AF566F0A5F2E1F0EDF4C9F4D5,7,
dialogue_106EA6,Hay chon tuong mat su thuc hien ke,F45AF566F0A5F2FCF1BAF145F453F3E4,8,
dialogue_106EEC,Du do hang thanh cong,F4CAF4D5F460F169F54F,5,
dialogue_106F05,Quan huyen ce phan,F1F4F3EAF5B0F24E,4,
dialogue_106F21,Tuong muc tieu ce phan,F0A7F2E1F0EDF5B0F24E,5,
dialogue_106F3D,Tuong mat su thuc hien ke,F0A7F2FCF1BAF145F453F3E4,6,
dialogue_106F84,Ce phan thanh cong,F5B1F24EF169F54F,4,
dialogue_106F9D,Quan huyen am sat,F1F4F3EAF5F7F1CF,4,
dialogue_106FB9,Tuong muc tieu am sat,F0A7F2E1F0EDF5F7F1CF,5,
dialogue_10700C,Thuc hien am sat,F146F453F5F7F1CF,4,
dialogue_1070D8,Quan huyen do may quan ly,F1F4F3EAF4D5F2F8F1F3F34D,6,
dialogue_107100,Nguoi nay khong tham tien,F2AEF2D3F3C4F170F0F4,5,
dialogue_10711F,Nguoi nay chac se di,F2AEF2D3F5ADF1C9F4E2,5,
dialogue_107135,Chu ta mang ngan vang tang tuong,F562F1B2F343F2CAF06FF1A7F0A5,7,
dialogue_10716D,Ta xin ra suc chon ngua,F1B4F044F1E5F1B7F566F2B1,6,
dialogue_1071B0,Nguoi nay nhu Lieu Ha Hue tai the,F2AEF2D3F271F36CF46AF3F4F1AEF161,8,
dialogue_1071D3,Dang mot my nhan de thu long,F4F5F2E5F2DBF27EF4E7F14CF35E,7,
dialogue_107213,Tren thien ha khong anh hung khac,F0CEF15AF469F3C4F5F3F3F2F3DF,7,
dialogue_107253,Chu ta muon giao nu nay lam thi,F562F1B2F2DEF478F262F2D3F3A8F15C,8,
dialogue_107289,Ta se bao on nhu cho ngua,F1B4F1C9F5E6F258F271F56BF2B1,7,
dialogue_1072A7,Nhung lo danh ti khong lap,F26EF367F4F2F0F8F3C4F37A,6,
dialogue_1072D1,Ngai muon dung mot con ngua du do,F2CCF2DEF4C2F2E5F551F2B1F4C9F4D5,8,
dialogue_1072F5,Ngai muon chiem thien ha,F2CCF2DEF576F15AF469,5,
dialogue_107311,Nay co ngua tot mot con,F2D4F552F2B1F0DCF2E5F551,6,
dialogue_107365,Se bao on the nao,F1CAF5E6F258F161F2D6,5,
dialogue_107381,Sao hom nay o duoi ke nhu,F1D2F440F2D3F25BF4BEF3E4F271,7,
dialogue_1073D8,Han khong gap chu,F463F3C4F4AEF561,4,
dialogue_1073E7,Chim tot chon cay ma dau,F571F0DCF566F5B2F34AF4EB,6,
dialogue_10744B,Nhu mia kho gap mua,F272F2F5F3CFF4AEF2E2,5,
dialogue_10748B,Chac khong bi lay chuyen,F5AEF3C4F5DEF378F554,5,
dialogue_1074A5,Chac noi duoc,F5AEF265F4BF,3,
dialogue_1074C1,Xin tang minh cong,F045F1A7F2EFF54F,4,
dialogue_1074E7,Ta sao khong het suc phuc vu,F1B4F1D1F3C4F457F1B7F1FCF056,7,
dialogue_107533,Von noi tieng co doc,F05BF265F0F3F552F4D2,5,
dialogue_107560,Minh cong nen tu den moi,F2F0F54FF2D0F0B1F4E5F2EA,6,
dialogue_1075A3,Ngai la nguoi trung nghia,F2CCF3B0F2ADF0B8F2C2,5,
dialogue_107600,Mong ong mo dau va cuu nan,F2E8F256F2EDF4EBF074F540F2D8,7,
dialogue_107665,Mong ong vi dan chung thien ha,F2E8F256F067F4F6F55AF15AF469,7,
dialogue_1076B5,Han chua gap anh hung,F463F55FF4AEF5F3F3F2,5,
dialogue_1076D5,Tuong sao bo ngoc tim da,F0A7F1D1F5D1F2B6F0ECF4FD,6,
dialogue_10770F,Chung khan co y kien gi,F55BF3DBF552EFF3F3BBF4A3,6,
dialogue_10772D,UNK,F07C,1,
dialogue_10774B,Day la dao thang binh gia,F4EAF3B0F4EFF16BF5D3F4A1,6,
dialogue_1077F9,Thu hai la pha giao,F14DF465F3B0F254F478,5,
dialogue_107825,Nen quan khong dinh ma loi toan,F2D1F1F3F3C4F4D7F34AF361F0E4,7,
dialogue_107891,Khong biet ke ma biet minh,F3C6F5D9F3E4F34AF5D9F2EF,6,
dialogue_1078DB,Nen tu bao toan ma thang het,F2D1F0B1F5E6F0E4F34AF16BF457,7,
dialogue_10794D,Quan thang tien chien sau moi danh,F1F4F16BF0F4F574F1CDF2EAF4F2,7,
dialogue_10799F,Quoc gia ma lam vui,F1EFF4A1F34AF3A8F053,5,
dialogue_1079C1,UNK,F07C,1,
dialogue_1079FD,Nay thoi tiet mua thu mat,F2D4F150F0EFF2E2F14CF2FC,6,
dialogue_107A4E,Mong quan thu nuoi quan,F2E8F1F3F14CF25DF1F3,5,
dialogue_107A91,Nay ke dich co khe ha,F2D4F3E4F4E0F552F3D7F469,6,
dialogue_107ABB,Nay neu tien quan gap,F2D4F2CEF0F4F1F3F4AE,5,
dialogue_107B05,Quan ta la doi quan luyen tap,F1F4F1B2F3B0F4D1F1F3F34FF1A2,7,
dialogue_107B57,Hon nua quan muon hy sinh,F3FEF261F1F3F2DEF3E8F1C6,6,
dialogue_107BF3,Nay chi nen tu bin nghi vu,F2D4F579F2D0F0B1F5D5F2C4F056,7,
dialogue_107C4D,Day la ke bao quoc,F4EAF3B0F3E4F5E6F1EE,5,
dialogue_107C93,Tuong van muon lam cuong,F0A7F071F2DEF3A8F543,5,
dialogue_107CED,Neu khong xet thoi ma tien,F2CFF3C4F047F150F34AF0F4,6,
dialogue_107D43,Ngai nen tu duc an dan,F2CCF2D0F0B1F4C6F5F5F4F6,6,
dialogue_107D93,Hom nay tuong lai muon xuat quan,F441F2D3F0A5F3ACF2DEEFFAF1F3,7,
dialogue_107DE1,Minh cong vi mot no ma dong quan,F2F0F54FF067F2E5F267F34AF4CDF1F3,8,
dialogue_107E3D,Tuong khong nen gian ma chien,F0A7F3C4F2D0F47BF34AF574,6,
dialogue_107E99,Ben chau de quan nhieu thi khong du,F5E2F5A3F4E7F1F3F275F15CF3C4F4C9,8,
dialogue_107F71,Nay lai dong binh lam loan dan,F2D4F3ACF4CDF5D3F3A8F364F4F6,7,
dialogue_107FE0,Cho co khe moi hanh dong,F56CF552F3D7F2EAF45FF4CD,6,
dialogue_108017,Ta muon on dinh lanh tho truoc,F1B4F2DEF258F4D7F37CF153F0B7,7,
dialogue_10804B,So dan loan khoi day,F1C5F4F6F364F3C7F4E9,5,
dialogue_108079,Nen van luong du phong,F2D1F071F352F4C9F241,5,
dialogue_1080AF,Nhung luong thao khong du,F26EF352F167F3C4F4C9,5,
dialogue_1080EB,Cho binh linh tan ra dong trai,F56CF5D3F369F1AAF1E5F4CDF0D6,7,
dialogue_108135,Ngai nghia duc den bon phuong,F2CCF2C2F4C6F4E5F5CEF1F9,6,
dialogue_108177,Day la uy luc chu cong,F4EAF3B0F077F358F561F54F,6,
dialogue_1081B5,Bon chau kho luong day lua,F5CFF5A3F3CFF352F4E9F35B,6,
dialogue_1081E7,Tu than gia quoc tri binh thien ha,F0B3F16EF4A1F1EEF0CAF5D3F15AF469,8,
dialogue_108228,Chung ta de la ke ngu don,F55BF1B2F4E7F3B0F3E4F2B4F4CF,7,
dialogue_108253,Khong co loi hay de dang chu cong,F3C6F552F361F459F4E7F4F4F561F54F,8,
dialogue_108285,Khong phai ke vo muu biet,F3C6F252F3E4F05DF2DCF5D9,6,
dialogue_1082B8,Chung khan trinh bay y kien,F55BF3DBF0C4F5E3EFF3F3BB,6,
dialogue_1082EF,Luu Bi la anh hung,F351F5DFF3B0F5F3F3F2,5,
dialogue_108311,Sao phai tri hoan,F1D2F252F0CAF447,4,
dialogue_108347,Sau se chet tay tieu nhan,F1CEF1C9F57BF17BF0EDF27E,6,
dialogue_10838D,Dien Phong cung ma pham thuong,F4DEF242F549F34AF250F0FE,6,
dialogue_108437,Cong Lo nhu xuong trong mo,F550F368F271EFF5F0BEF2ED,6,
dialogue_108453,Lu Bo nhu cho soi,F35DF5D2F271F56BF1C2,5,
dialogue_10847F,Chu cong neu khong thua de diet,F562F54FF2CEF3C4F14AF4E7F4DB,7,
dialogue_1084DC,Danh tac Han phu vuong that,F4F3F1B0F463F1FEF051F165,6,
dialogue_10850F,So mat nghia voi thien ha,F1C5F2FCF2C2F05CF15AF469,6,
dialogue_10853B,Hang ngay luyen binh,F461F2C8F34FF5D3,4,
dialogue_10857D,Chu cong khoi nghia an thien ha,F562F54FF3C7F2C2F5F5F15AF469,7,
dialogue_1085B7,Cac ngai tri hoan quan tam,F5C7F2CBF0CAF447F1F3F1AC,6,
dialogue_1085F6,Cho luc long day du,F56CF358F35EF4E9F4C9,5,
dialogue_108627,Huyen Duc von noi tieng anh hung,F3EBF4C7F05AF265F0F3F5F3F3F2,7,
dialogue_1086B7,Khac voi ke bi quan truoc,F3E0F05CF3E4F5DEF1F3F0B7,6,
dialogue_108721,Chac bo luong cuong ngua don vuong,F5AEF5D1F352F543F2B1F4CFF051,7,
dialogue_1087A5,Ton Sach o Giang Dong theo song,F0E0F1D9F25BF47AF4CEF15DF1BE,7,
dialogue_1087F9,Nay nhu ho chiem Ky Chau,F2D4F271F44EF576F3B3F5A6,6,
dialogue_108849,Lam ke dich bat loi,F3ABF3E4F4E0F5E4F361,5,
dialogue_1088B3,Lai co vien tuong Cuong,F3ADF552F062F0A5F544,5,
dialogue_1088DB,Hon nua co quan Cuong,F3FEF261F552F1F3F544,5,
dialogue_108905,Nguoi Kinh Chau goi mot trong Bat Tuan,F2AEF3B7F5A6F46DF2E5F0BEF5E5F0B0,8,
dialogue_108963,Khong phai ke tham loi bo nghia,F3C6F252F3E4F170F361F5D1F2C2,7,
dialogue_1089B3,Khong the dong quan lon lai,F3C6F161F4CDF1F3F360F3AC,6,
dialogue_108A17,Moi co the tien quan dai,F2EBF552F161F0F4F1F3F4FA,6,
dialogue_108A3F,Khong the khe dich,F3C6F161F3D7F4E0,4,
dialogue_108A63,Nhu ho them can,F272F44EF15FF5BE,4,
dialogue_108A8D,Ngai dung binh gioi,F2CCF4C2F5D3F473,4,
dialogue_108AB9,Khong the chien,F3C6F161F574,3,
dialogue_108AD9,Hon la cau hoa an dan,F3FEF3B0F5B5F44CF5F5F4F6,6,
dialogue_108B15,Ke vo dung,F3E5F05DF4C2,3,
dialogue_108B30,Hon nua tri chinh nhan la goc,F3FEF261F0CAF56EF27EF3B0F46E,7,
dialogue_108B5D,Thong binh phap,F14FF5D3F24C,3,
dialogue_108B95,Ta biet ong thuong bat man,F1B4F5D9F256F0FEF5E4F345,6,
dialogue_108BD7,Khong cho doc chuoc quyen,F3C6F56BF4D2F559F1EA,5,
dialogue_108BF9,Sao khong moi den,F1D2F3C4F2EAF4E5,4,
dialogue_108C19,Tron loan an minh o day,F0C1F364F5F5F2EFF25BF4E9,6,
dialogue_108C50,Tuong ta deu ve chu cong,F0A7F1B2F4E4F069F561F54F,6,
dialogue_108C73,Chac hy sinh bao on tri ngai,F5AEF3E8F1C6F5E6F258F0CAF2CB,7,
dialogue_108CA4,Xong dau rot mau khong lui,F041F4EBF1DEF2FAF3C4F357,6,
dialogue_108CDD,Anh tai thien ha ve chu cong,F5F4F1AEF15AF469F069F561F54F,7,
dialogue_108D27,Neu lam le tam cung tim tai,F2CFF3A8F376F1ACF549F0ECF1AE,7,
dialogue_108D60,Dong que khong tai dung,F4CEF1F0F3C4F1AEF4C2,5,
dialogue_108D89,Chu cong nen xet nhan dung tai,F562F54FF2D0F047F27EF4C2F1AE,7,
dialogue_108DC1,Chu cong thuong phat ro,F562F54FF0FEF24AF1E1,5,
dialogue_108DE3,Thuong hu thi quan oan,F140F3F8F15CF1F3F25A,5,
dialogue_108E03,La phap dien thien cu ac,F3B1F24CF4DDF15AF54CF5FB,6,
dialogue_108E3B,Hy sinh tan toan,F3E9F1C6F1AAF0E4,4,
dialogue_108E57,Khong vi mot nu ma hy sinh,F3C6F067F2E5F262F34AF3E8F1C6,7,
dialogue_108E7D,La tam phuc tuong manh chu cong,F3B1F1ACF1FCF0A5F341F561F54F,7,
dialogue_108EDA,Van tang ngua quy,F072F1A7F2B1F1EC,4,
dialogue_108F15,Chu cong sao tang bao vat,F562F54FF1D1F1A7F5E6F06C,6,
dialogue_108F3B,Dung si biet hy sinh vi gi,F4C3F1C7F5D9F3E8F1C6F067F4A3,7,
dialogue_108F5B,Giao cong chua cho nguoi nay,F479F54FF55FF56BF2ADF2D3,6,
dialogue_108F88,La anh tuong thoi dai,F3B1F5F3F0A5F150F4FA,5,
dialogue_108FC1,Nguoi nay chac sinh long phan,F2AEF2D3F5ADF1C6F35EF24E,6,
dialogue_108FDD,La minh chau nem toi,F3B1F2EFF5A3F2D2F0E1,5,
dialogue_10900B,La tai an bang dinh quoc,F3B1F1AEF5F5F5E8F4D7F1EE,6,
dialogue_10902F,Minh cong neu truc xuat,F2F0F54FF2CEF0BAEFFA,5,
dialogue_109061,UNK,F07C,1,
dialogue_10908B,Hon nua viec chua ro,F3FEF261F065F55FF1E1,5,
dialogue_1090B9,UNK,F07C,1,
dialogue_1090E5,Neu khong diet tan goc,F2CFF3C4F4DBF1AAF46E,5,
dialogue_109108,Hom nay khong giet tac,F441F2D3F3C4F475F1B0,5,
dialogue_109121,Giu ngai lam gi,F472F2CBF3A8F4A3,4,
dialogue_109143,UNK,F07C,1,
dialogue_109165,Cach trieu chieu,F5C5F0C7F572,3,
dialogue_10918F,Quan huyen trieu chieu tuong,F1F4F3EAF0C7F572F0A5,5,
dialogue_1091AC,Khong tuong tai da,F3C6F0A5F1AEF4FD,4,
dialogue_1091BF,Tuong trieu chieu,F0A7F0C7F572,3,
dialogue_1091D5,UNK,F07C,1,
dialogue_1091EF,Hay nhap so vang tang,F45AF27CF1C4F06FF1A7,5,
dialogue_1092AA,Quyet khong phuc vu,F1E9F3C4F1FCF056,4,
dialogue_1092CC,Trieu chieu that bai,F0C8F572F165F5EC,4,
dialogue_109317,Dung sac du do,F4C3F1DAF4C9F4D5,4,
dialogue_1093B4,Trong quan khong co ma quy,F0C0F1F3F3C4F552F34AF1EC,6,
dialogue_109474,Chu cong khong co bao vat,F562F54FF3C4F552F5E6F06C,6,
dialogue_10948F,Hay chon bao vat tang,F45AF566F5E6F06CF1A7,5,
dialogue_10958C,Khong tuong hop de trieu,F3C6F0A5F3FAF4E7F0C7,5,
dialogue_1095BC,Thuyet phuc bang dai nghia,F0FBF1FCF5E8F4FAF2C2,5,
dialogue_109650,Hay chon quan thay quan chuc,F45AF566F1F3F163F1F3F55C,6,
dialogue_109668,Hay chon tuong thay quan chuc,F45AF566F0A5F163F1F3F55C,6,
dialogue_109684,Hay chon quan chuc muon thay,F45AF566F1F3F55CF2DEF163,6,
dialogue_1096D8,Tong tuong chua du sau nguoi,F0DEF0A5F55FF4C9F1CDF2AD,6,
dialogue_109704,Hay chon chu de hoi nghi,F45AF566F561F4E7F442F2C4,6,
dialogue_10971D,UNK,F07C,1,
dialogue_109738,Ke nay khong thuc hien duoc,F3E5F2D3F3C4F145F453F4BF,6,
dialogue_10978D,UNK,F07C,1,
dialogue_109796,Hay chon quoc gia thao luan,F45AF566F1EEF4A1F167F35A,6,
dialogue_10989C,Hay chon quan huyen thuong tuong,F45AF566F1F3F3EAF0FEF0A5,6,
dialogue_1098CE,Hay nhap so vang thuong,F45AF27CF1C4F06FF0FE,5,
dialogue_1099E0,Chu cong khong con cong chua,F562F54FF3C4F551F54FF55F,6,
dialogue_109A1A,Hay chon tuong cuoi cong chua,F45AF566F0A5F546F54FF55F,6,
dialogue_109A37,Giao cong chua cho,F479F54FF55FF56B,4,
dialogue_109A54,Hay chon cach xu phat,F45AF566F5C3EFFDF24A,5,
dialogue_109A67,Hay chon quan huyen xu tuong,F45AF566F1F3F3EAEFFDF0A5,6,
dialogue_109A9D,Hay chon bao vat tru,F45AF566F5E6F06CF0BC,5,
dialogue_109AF0,Hay chon quan huyen truc xuat,F45AF566F1F3F3EAF0BAEFFA,6,
dialogue_109B0C,Hay chon tuong truc xuat,F45AF566F0A5F0BAEFFA,5,
dialogue_109B32,Quan huyen truc dau tuong,F1F4F3EAF0BAF4EBF0A5,5,
dialogue_109B4D,UNK,F07C,1,
dialogue_109B80,Da bi truc dau thi chung,F4FEF5DEF0BAF4EBF15CF55A,6,
dialogue_109BC4,La ca trong dao ta,F3B1F5C8F0BEF4EFF1B2,5,
dialogue_109BFB,Hai nuoc hop thi co loi,F466F25EF3FAF15CF552F361,6,
dialogue_109C5F,May man khong lam mat mang,F2F9F345F3C4F3A8F2FCF343,6,
dialogue_109C74,Am muu ta rat gan,F5F8F2DCF1B2F1E3F4AF,5,
dialogue_109C8B,Tin nghia noi tieng chu hau,F0EBF2C2F265F0F3F561F45B,6,
dialogue_109CD7,Minh cong nen tan cong gap,F2F0F54FF2D0F1AAF54FF4AE,6,
dialogue_109CF9,La uy luc chu cong,F3B1F077F358F561F54F,5,
dialogue_109D11,Loai bo tin nghia,F366F5D1F0EAF2C2,4,
dialogue_109D31,Thieu mot nguoi bien thien,F157F2E5F2ADF5DBF15A,5,
dialogue_109D7B,Khong thuyet phuc duoc,F3C6F0FAF1FCF4BF,4,
dialogue_109D95,Mang mot tuong dan quan tro,F344F2E5F0A5F4F6F1F3F0C3,6,
dialogue_109DAF,Thay nuoc lang co nan,F164F25EF37EF552F2D8,5,
dialogue_109DD5,Nuoc ta tich o lau,F25FF1B2F0F6F25BF379,5,
dialogue_109E0D,Giup vang va luong,F470F06FF074F352,4,
dialogue_109E21,Khong muon cho luong,F3C6F2DEF56BF352,4,
dialogue_109E37,Mang tuong dan quan pha la thuong,F344F0A5F4F6F1F3F254F3B0F0FE,7,
dialogue_109E75,Chu hau khong dam nhin ta,F562F45BF3C4F4F8F274F1B2,6,
dialogue_109EA4,Vui ve chap nhan,F054F069F5A9F27E,4,
dialogue_109EB1,Chu cong sao khong danh,F562F54FF1D1F3C4F4F2,5,
dialogue_109EDD,Can gi cho luong ke,F5BFF4A3F56BF352F3E4,5,
dialogue_109F0D,Hon la dung ke nhuu nhu,F3FEF3B0F4C2F3E4F26AF271,6,
dialogue_109F62,Chon ngay hoi le,F567F2C8F442F376,4,
dialogue_109F7B,Khong xung mong chu cong,F3C6EFF7F2E7F561F54F,5,
dialogue_109F93,Hon la dung phap nhuu nhu,F3FEF3B0F4C2F24CF26AF271,6,
dialogue_109FC7,Nay nhu chim bi ban,F2D4F271F570F5DEF5EA,5,
dialogue_109FF9,Qua nhu mong muon,F1F6F271F2E7F2DE,4,
dialogue_10A011,UNK,F07C,1,
dialogue_10A047,Tot cua tot,F0DDF54BF0DC,3,
dialogue_10A065,De cuu mang dan mot quan,F4E8F540F343F4F6F2E5F1F3,6,
dialogue_10A0A1,Hai quan chi gap tren chien truong,F466F1F3F579F4AEF0CDF574F0B5,7,
dialogue_10A0CF,Quyet khong hoa,F1E9F3C4F44C,3,
dialogue_10A0E7,Nen gia lenh Thien tu,F2D1F4A1F373F15BF0B1,5,
dialogue_10A13B,Lien hai ben ngung chien,F36FF465F5E1F2AFF574,5,
dialogue_10A167,Khong nghe khuyen,F3C6F2C6F3C0,3,
dialogue_10A183,Bo mot ke vo muu,F5D2F2E5F3E4F05DF2DC,5,
dialogue_10A1C9,Tra ve nuoc ta,F0DBF069F25EF1B2,4,
dialogue_10A1DF,Khong the chuoc,F3C6F161F559,3,
dialogue_10A201,Quoc gia lien minh,F1EFF4A1F36EF2EF,4,
dialogue_10A219,Tuong lam su,F0A7F3A8F1BA,3,
dialogue_10A238,Hay nhap thoi han lien minh,F45AF27CF150F462F36EF2EF,6,
dialogue_10A311,UNK,F07C,1,
dialogue_10A35C,Hay chon quan huyen hop tan,F45AF566F1F3F3EAF3FAF1AA,6,
dialogue_10A3E0,Hay chon vat tu vien tro,F45AF566F06CF0B1F062F0C3,6,
dialogue_10A3F8,Hay nhap vien tro,F45AF27CF062F0C3,4,
dialogue_10A4C4,Hay chon quoc gia lien hon,F45AF566F1EEF4A1F36EF3FD,6,
dialogue_10A587,Quoc gia tien cong,F1EFF4A1F0F4F54F,4,
dialogue_10A5A0,Hay chon vat tu tien cong,F45AF566F06CF0B1F0F4F54F,6,
dialogue_10A611,UNK,F07C,1,
dialogue_10A67C,Hay chon quoc gia ep buoc,F45AF566F1EEF4A1F4B8F5CC,6,
dialogue_10A691,Vat tu yeu cau,F06DF0B1EFF0F5B5,4,
dialogue_10A6AB,Ep yeu cau,F4B9EFF0F5B5,3,
dialogue_10A7E0,Hay chon quoc gia hang phuc,F45AF566F1EEF4A1F460F1FC,6,
dialogue_10A8E5,UNK,F07C,1,
dialogue_10A9B8,Uy tin quoc gia ton hai,F078F0EAF1EEF4A1F0DFF465,6,
dialogue_10A9D4,Hay chon quoc gia trao tu,F45AF566F1EEF4A1F0D0F0B1,6,
dialogue_10AA0C,Hay chon tuong tu bin tra,F45AF566F0A5F0B1F5D5F0DA,6,
dialogue_10AA27,Hay chon dieu kien trao doi,F45AF566F4D9F3BBF0D0F4D1,6,
dialogue_10AA5D,Tuong tu bin dich tra,F0A7F0B1F5D5F4E0F0DA,5,
dialogue_10AA7D,UNK,F07C,1,
dialogue_10AB84,Co quyet che tao khong,F553F1E8F57DF1A5F3C4,5,
dialogue_10AC15,Co quyet thuc hien khong,F553F1E8F145F453F3C4,5,
dialogue_10AC3E,Kho luong trong rong,F3D0F352F0BEF1DF,4,
dialogue_10AD37,Hay chon vu khi muon mua,F45AF566F056F3D5F2DEF2E2,6,
dialogue_10ADE8,Khong du vang mua nu tien,F3C6F4C9F06FF2E2F262F0F4,6,
dialogue_10AE5C,Khong du vang mua ngua,F3C6F4C9F06FF2E2F2B1,5,
dialogue_10AE8C,Khong con thanh nien tot,F3C6F551F169F269F0DC,5,
dialogue_10AEF0,tan binh,F1AAF5D3,2,
dialogue_10AF10,Co quyet chiem binh khong,F553F1E8F576F5D3F3C4,5,
dialogue_10AF2D,UNK,F07C,1,
dialogue_10AF9A,Chiem binh,F577F5D3,2,
dialogue_10AFBC,Co quyet muu binh khong,F553F1E8F2DCF5D3F3C4,5,
dialogue_10B025,Ngua,F2B2,1,
dialogue_10B03C,Nu binh,F263F5D3,2,
dialogue_10B046,Lien nu,F36FF262,2,
dialogue_10B052,Hay chon loai binh tai bien,F45AF566F365F5D3F1AEF5DB,6,
dialogue_10B06C,Hay nhap so binh tai bien,F45AF27CF1C4F5D3F1AEF5DB,6,
dialogue_10B0A1,Hay chon quan huyen dich,F45AF566F1F3F3EAF4E0,5,
dialogue_10B0C4,Hay chon muc van bu,F45AF566F2E1F071F5CD,5,
dialogue_10B0F1,UNK,F07C,1,
dialogue_10B111,Khong co vang trong,F3C6F552F06FF0BE,4,
dialogue_10B128,Nhap van chuyen,F27DF071F554,3,
dialogue_10B179,Khong co ngua trong,F3C6F552F2B1F0BE,4,
dialogue_10B18D,Nhap van chuyen,F27DF071F554,3,
dialogue_10B1C1,UNK,F07C,1,
